kanji,kana,meaning,local_score,moji_seen_count,moji_wrong_count,moji_right_count,migration_priority
故障,こしょう,故障,-11.2,7,7,0,197.0
守る,まもる,遵守；保护,-1.2,6,6,0,197.0
きちんと,きちんと,好好地；整齐地；准确地；恰当地,-1.2,6,6,0,196.0
フリーズ,ふりーず,冻结；死机；凝固,-1.1,6,6,0,195.0
丁寧,ていねい,礼貌；细心周到,-1.2,5,5,0,176.0
被る,かぶる,戴帽子,-1.2,5,5,0,176.0
怒る,おこる,发怒；骂，训斥,-1.2,5,5,0,175.0
注意,ちゅうい,注意，留神；提醒，警告,-1.2,5,5,0,175.0
生きる,いきる,生存；生活,-1.2,5,5,0,175.0
うっかり,うっかり,不注意，不留神；无意中，稀里糊涂，漫不经心、心不在焉；发呆，发愣，茫然,-1.2,5,5,0,174.0
提出,ていしゅつ,提交，提出,-1.2,5,5,0,174.0
詳しい,くわしい,详细；精通,-1.2,5,5,0,174.0
気さく,きさく,坦率，直爽，爽快，明朗,-1.1,5,5,0,173.0
相変わらず,あいかわらず,照旧，仍旧跟往常一样,-1.1,5,5,0,173.0
階段,かいだん,楼梯，台阶,0.5,6,5,1,162.0
下がる,さがる,下降；后退；退步,0.5,6,5,1,161.0
吸殻,すいがら,烟头,0.5,6,5,1,160.0
変わる,かわる,改变，变化,0.5,6,5,1,160.0
迎える,むかえる,迎接；迎来,0.5,6,5,1,160.0
サボる,さぼる,旷工，缺勤,0.5,6,5,1,159.0
コンクリート,こんくりーと,混凝土;水泥,0.5999999999999999,6,5,1,159.0
文章,ぶんしょう,文章，作品,-1.2,4,4,0,154.0
迷惑,めいわく,麻烦，为难,-1.2,4,4,0,153.0
野球場,やきゅうじょう,棒球场,-1.2,4,4,0,152.0
免許証,めんきょしょう,许可证，执照,-1.1,4,4,0,151.0
履く,はく,穿鞋/裤子,0.8,5,4,1,137.0
カーテン,かーてん,窗帘；幕；帘子,0.8,5,4,1,136.0
サンダル,さんだる,草鞋式的皮鞋；凉鞋；拖鞋,0.8,5,4,1,136.0
答える,こたえる,回应；回答，解答,0.8,5,4,1,136.0
美しい,うつくしい,美丽的；美好的,0.8,5,4,1,136.0
親しい,したしい,亲近的，亲密的,0.8,5,4,1,136.0
間違える,まちがえる,弄错，搞错,0.8,5,4,1,136.0
到着,とうちゃく,到达,0.8,5,4,1,135.0
腕時計,うでどけい,手表，腕表,0.8,5,4,1,135.0
謝る,あやまる,道歉，谢罪,0.8,5,4,1,135.0
破る,やぶる,打破；破坏；违反；打败,0.8,5,4,1,134.0
就職,しゅうしょく,就职，就业，找到工作,-1.2,3,3,0,132.0
警官,けいかん,警察,-1.2,3,3,0,132.0
質問,しつもん,问题，提问,-1.2,3,3,0,132.0
交換,こうかん,交换；交易,-1.2,3,3,0,131.0
参加,さんか,参加,-1.2,3,3,0,131.0
喧嘩,けんか,吵嘴，口角，吵闹，吵架；喧嚷，打架,-1.2,3,3,0,131.0
場合,ばあい,场合，时候，情形,-1.2,3,3,0,131.0
当たる,あたる,打中，命中；撞上；猜中；相当于,-1.2,3,3,0,131.0
暫く,しばらく,暂时，片刻，且慢，不久，一会儿 虽不太长但亦非很短的时间；很久，许久 时间要经过得稍长一点的；暂且，姑且，暂时 不管将来如何，指是眼前时刻,-1.2,3,3,0,131.0
機会,きかい,机会,-1.2,3,3,0,131.0
気が付く,きがつく,意识到，注意到，发觉；细心周到，无微不至；恢复神志，意识苏醒,-1.2,3,3,0,131.0
消しゴム,けしごむ,橡皮擦，橡皮能擦掉铅笔等书写痕迹的文具,-1.2,3,3,0,131.0
用意,ようい,准备，预备,-1.2,3,3,0,131.0
確り,しっかり,稳固，结实，牢固，牢靠确，明确基础或结构坚固，不易动摇或倒塌的状态；（身体）健壮，结实清醒，坚实头脑和肉体等健全，能充分发挥其功能；（性格）坚强，刚强，高明坚定，可靠人的性格、见识等踏实而无风险；用力地，好好地（动作、行为）扎实，稳健；坚固，牢实，靠紧紧靠在一起使之不分离；（经济）行情看涨，坚挺行情处于上升趋势,-1.2,3,3,0,131.0
非常に,ひじょうに,非常（地）,-1.2,3,3,0,131.0
勿体ない,もったいない,可惜的，浪费的，糟蹋掉的；过分（好）的，好得与身份不相符的；不胜感激；不胜惶恐,-1.2,3,3,0,130.0
国際貿易,こくさいぼうえき,国际贸易,-1.2,3,3,0,130.0
新居,しんきょ,新居，新住宅,-1.2,3,3,0,130.0
旨く,うまく,顺利、很好、高明,-1.2,3,3,0,130.0
滞在,たいざい,停留，逗留，旅居,-1.2,3,3,0,130.0
表現,ひょうげん,表现；表达,-1.2,3,3,0,130.0
計算,けいさん,计算；考虑，估计；〈数〉计算，运算,-1.2,3,3,0,130.0
講座,こうざ,讲座大学所属系级单位，由教授及其下属的副教授、讲师、助教等组成；讲座大学里的专题讲解，或在一定时期内讲授专业知识的讲习班；讲座，讲义就某一领域成体系编辑的教材出版形式；讲座，讲席寺院里讲师的坐席,-1.2,3,3,0,130.0
貯める,ためる,积累，储蓄,-1.2,3,3,0,130.0
貯金,ちょきん,存款，储蓄,-1.2,3,3,0,130.0
遠慮なく,えんりょなく,不客气,-1.2,3,3,0,130.0
宇宙飛行士,うちゅうひこうし,宇航员,-1.1,3,3,0,129.0
付ける,つける,加上，附加,1.3,4,3,1,115.0
灰皿,はいざら,烟灰碟，烟灰缸,1.3,4,3,1,115.0
出発,しゅっぱつ,出发,1.3,4,3,1,114.0
報告書,ほうこくしょ,报告书;汇报文件,1.3,4,3,1,113.0
特典,とくてん,特别优惠；额外赠品；特别福利,1.3,4,3,1,113.0
訳す,やくす,译，翻，翻译；解释,1.3,4,3,1,113.0
会う,あう,见面；偶遇,-1.2,2,2,0,110.0
借りる,かりる,借入，借来,-1.2,2,2,0,110.0
夕方,ゆうがた,傍晚,-1.2,2,2,0,110.0
女性,じょせい,女性，女人,-1.2,2,2,0,110.0
宿題,しゅくだい,作业,-1.2,2,2,0,110.0
掃除,そうじ,扫除,-1.2,2,2,0,110.0
教える,おしえる,教,-1.2,2,2,0,110.0
書く,かく,写,-1.2,2,2,0,110.0
歌舞伎,かぶき,歌舞伎,-1.2,2,2,0,110.0
浴衣,ゆかた,夏季简便和服，浴衣,-1.2,2,2,0,110.0
習う,ならう,学习，学会,-1.2,2,2,0,110.0
貸す,かす,借出，贷给,-1.2,2,2,0,110.0
辛い,からい,辣的；烈的,-1.2,2,2,0,110.0
送る,おくる,发送，送,-1.2,2,2,0,110.0
玄関,げんかん,玄关,1.3,4,3,1,110.0
くれる,くれる,给（我）,-1.2,2,2,0,109.0
太る,ふとる,胖，发福,-1.2,2,2,0,109.0
届ける,とどける,送，送到；申报,-1.2,2,2,0,109.0
昼休み,ひるやすみ,午休,-1.2,2,2,0,109.0
殆ど,ほとんど,大部分，大致，大体；几乎，差一点,-1.2,2,2,0,109.0
法律,ほうりつ,法律,-1.2,2,2,0,109.0
貰う,もらう,领到，收受，得到；受到；承担接受；娶，收养；传上感染上；请求；拿下来；买,-1.2,2,2,0,109.0
再会,さいかい,再会，再见，重新相逢,1.3,4,3,1,109.0
遊園地,ゆうえんち,游乐园,1.3,4,3,1,109.0
〜について,~について,关于……,-1.2,2,2,0,108.0
かささぎ,かささぎ,鹊，喜鹊；鹭鸶,-1.2,2,2,0,108.0
どういたしまして,どういたしまして,不客气,-1.2,2,2,0,108.0
不動産屋,ふどうさんや,房地产经纪人，房产公司,-1.2,2,2,0,108.0
午前中,ごぜんちゅう,上午,-1.2,2,2,0,108.0
年上,としうえ,年长，岁数大（的人）,-1.2,2,2,0,108.0
年寄り,としより,老人；老头儿；〈相撲〉相扑协会的董事,-1.2,2,2,0,108.0
支社長,ししゃちょう,分公司经理；分公司总经理,-1.2,2,2,0,108.0
紙飛行機,かみひこうき,纸飞机,-1.2,2,2,0,108.0
速達,そくたつ,快信；快件；速寄,-1.2,2,2,0,108.0
防ぐ,ふせぐ,防御，防守，防卫，防止；预防，防备,-1.2,2,2,0,108.0
汚す,よごす,弄脏；搀和，拌和,1.3,4,3,1,108.0
小麦粉,こむぎこ,面粉,-1.1,2,2,0,107.0
標識,ひょうしき,标志，标记；标识,-1.1,2,2,0,107.0
眺め,ながめ,眺望，瞭望；景色，风景，景致,-1.1,2,2,0,107.0
豊作,ほうさく,丰收,-1.1,2,2,0,107.0
運転手,うんてんしゅ,司机,2.8,5,3,2,97.0
閉まる,しまる,关闭，关着,2.8,5,3,2,97.0
プラスチック,ぷらすちっく,塑料；塑胶,2.8,5,3,2,96.0
担当,たんとう,担任，担当，担负,2.8,5,3,2,96.0
楽,らく,舒适；轻松,2.8,5,3,2,96.0
開く,ひらく,开；开张,2.8,5,3,2,96.0
電源,でんげん,电源；电源,2.8,5,3,2,96.0
飼う,かう,养，饲养,2.8,5,3,2,96.0
宅配便,たくはいびん,快递服务；宅急送,2.8,5,3,2,95.0
誠,まこと,真诚；真实；诚实,2.9,5,3,2,94.0
患者,かんじゃ,患者，病人,3.8,6,3,3,89.0
いっぱい,いっぱい,⓪（いっぱい）充满，很多；①一杯，一碗,-1.2,1,1,0,88.0
お菓子,おかし,点心，糕点，糖果同「菓子」,-1.2,1,1,0,88.0
かばん,かばん,（皮革或布等制作的）书包，提包,-1.2,1,1,0,88.0
どうやって,どうやって,怎么（做）,-1.2,1,1,0,88.0
やっと,やっと,终于,-1.2,1,1,0,88.0
ギター,ぎたー,guitar吉他，六弦琴,-1.2,1,1,0,88.0
シャツ,しゃつ,"（shirt）（西式）衬衫，衬衣，西装衬衫；汗衫,内衣",-1.2,1,1,0,88.0
スカート,すかーと,"skirt裙子；（汽车、火车、电车前部排除障碍物的）铁板, 保险杠",-1.2,1,1,0,88.0
セーター,せーたー,sweater毛衣，毛线上衣,-1.2,1,1,0,88.0
ネクタイ,ねくたい,necktie 领带,-1.2,1,1,0,88.0
バイク,ばいく,bike机动脚踏两用车，摩托车，机器脚踏车,-1.2,1,1,0,88.0
ヨーロッパ,よーろっぱ,欧洲,-1.2,1,1,0,88.0
一昨日,おととい,前天,-1.2,1,1,0,88.0
丁度,ちょうど,整，正；正好，恰好,-1.2,1,1,0,88.0
下,した,下面；里面；（年龄、地位、程度、能力等）低,-1.2,1,1,0,88.0
下手,へた,不擅长，笨拙,-1.2,1,1,0,88.0
不味い,まずい,不好吃；难吃；拙劣；笨拙；不高明，不好；丑，难看；不妙，不合适，不恰当,-1.2,1,1,0,88.0
中華街,ちゅうかがい,唐人街;中华街,-1.2,1,1,0,88.0
乗る,のる,乘坐,-1.2,1,1,0,88.0
交差点,こうさてん,十字路口,-1.2,1,1,0,88.0
今晩,こんばん,今晚，今夜,-1.2,1,1,0,88.0
今朝,けさ,今天早上,-1.2,1,1,0,88.0
今週,こんしゅう,这周,-1.2,1,1,0,88.0
他,ほか,别处，别的地方，外部，外地；别的，另外，其他，其余；除了......以外；除了……以外……还；只有，只好，只能,-1.2,1,1,0,88.0
仲,なか,交情；交谊；(人与人的)关系,-1.2,1,1,0,88.0
伝える,つたえる,通知，传达；传授,-1.2,1,1,0,88.0
低い,ひくい,矮的；（声音）小的；低的,-1.2,1,1,0,88.0
体,からだ,身体；体格；健康,-1.2,1,1,0,88.0
何方,どなた,哪位,-1.2,1,1,0,88.0
作家,さっか,作家,-1.2,1,1,0,88.0
働く,はたらく,工作，劳动,-1.2,1,1,0,88.0
兄弟,きょうだい,兄弟姐妹,-1.2,1,1,0,88.0
先ず,まず,先，首先最初，开头；大概，大致大体，差不多；姑且，暂且，不管怎样，总之,-1.2,1,1,0,88.0
入り口,いりぐち,入口,-1.2,1,1,0,88.0
入る,はいる,进入,-1.2,1,1,0,88.0
冬,ふゆ,冬天，冬季,-1.2,1,1,0,88.0
冷蔵庫,れいぞうこ,冰箱,-1.2,1,1,0,88.0
出かける,でかける,出门，出发,-1.2,1,1,0,88.0
出る,でる,出来，出去,-1.2,1,1,0,88.0
出張,しゅっちょう,出差,-1.2,1,1,0,88.0
出来る,できる,做好，做完；做出，建成；形成，出现；产，发生，有；出产；出色、有修养、有才能、成绩好；能够（做某事）,-1.2,1,1,0,88.0
切る,きる,切，割；中断，关闭,-1.2,1,1,0,88.0
午前,ごぜん,上午,-1.2,1,1,0,88.0
卵,たまご,蛋，鸡蛋；未成熟者,-1.2,1,1,0,88.0
原稿,げんこう,原稿，草稿,-1.2,1,1,0,88.0
去年,きょねん,去年,-1.2,1,1,0,88.0
吸う,すう,吸；吮吸；吸收,-1.2,1,1,0,88.0
吹く,ふく,刮风；吹,-1.2,1,1,0,88.0
呼ぶ,よぶ,呼唤；叫来；叫作；邀请,-1.2,1,1,0,88.0
唐揚げ,からあげ,干炸（食品）把小鱼、鸡肉等什么也不蘸或裹面粉用油炸，亦指这样炸成的食品,-1.2,1,1,0,88.0
国,くに,国家；家乡,-1.2,1,1,0,88.0
地下鉄,ちかてつ,地铁,-1.2,1,1,0,88.0
地図,ちず,地图,-1.2,1,1,0,88.0
売り場,うりば,卖场，柜台,-1.2,1,1,0,88.0
売店,ばいてん,小卖部，小卖店，售货亭,-1.2,1,1,0,88.0
外,そと,外边，外面，外部,-1.2,1,1,0,88.0
外出,がいしゅつ,出门，出外，外出,-1.2,1,1,0,88.0
外国,がいこく,外国，国外,-1.2,1,1,0,88.0
外国人,がいこくじん,外国人,-1.2,1,1,0,88.0
大分,だいぶ,很，相当，很多，不少；很，很多，很久,-1.2,1,1,0,88.0
大切,たいせつ,大切，重要,-1.2,1,1,0,88.0
大勢,おおぜい,许多人，大批人,-1.2,1,1,0,88.0
太い,ふとい,胖的；粗的,-1.2,1,1,0,88.0
如何,いかが,（表示质疑）如何。；（表示邀请）怎么样。；如何。；（表示质疑）怎么样，如何,-1.2,1,1,0,88.0
子供,こども,小孩；孩子,-1.2,1,1,0,88.0
学生,がくせい,学生,-1.2,1,1,0,88.0
定価,ていか,定价,-1.2,1,1,0,88.0
家族,かぞく,家族,-1.2,1,1,0,88.0
少ない,すくない,少的,-1.2,1,1,0,88.0
左,ひだり,左，左边,-1.2,1,1,0,88.0
市役所,しやくしょ,市政府，市政厅,-1.2,1,1,0,88.0
席,せき,座位，席位,-1.2,1,1,0,88.0
広告,こうこく,广告,-1.2,1,1,0,88.0
座る,すわる,坐,-1.2,1,1,0,88.0
庭,にわ,庭院，院子,-1.2,1,1,0,88.0
待つ,まつ,等待,-1.2,1,1,0,88.0
後ろ,うしろ,后面；背后,-1.2,1,1,0,88.0
悪い,わるい,坏的，不好的,-1.2,1,1,0,88.0
所,ところ,场所，地方,-1.2,1,1,0,88.0
手紙,てがみ,书信,-1.2,1,1,0,88.0
持つ,もつ,拿着，拥有,-1.2,1,1,0,88.0
探す,さがす,寻找,-1.2,1,1,0,88.0
教室,きょうしつ,教室；培训班,-1.2,1,1,0,88.0
整理,せいり,整理，整顿；清理，裁减,-1.2,1,1,0,88.0
新聞,しんぶん,新闻,-1.2,1,1,0,88.0
旅行,りょこう,旅行,-1.2,1,1,0,88.0
明るい,あかるい,明亮的；快活的,-1.2,1,1,0,88.0
映画,えいが,电影,-1.2,1,1,0,88.0
時々,ときどき,有时，偶尔,-1.2,1,1,0,88.0
時計,とけい,钟，表,-1.2,1,1,0,88.0
晩御飯,ばんごはん,晚饭,-1.2,1,1,0,88.0
晴れ,はれ,晴天,-1.2,1,1,0,88.0
暇,ひま,（做某事的）时间；闲空，余暇,-1.2,1,1,0,88.0
暗い,くらい,黑的；发暗的；阴沉的,-1.2,1,1,0,88.0
曇り,くもり,阴天；模糊不清,-1.2,1,1,0,88.0
曲がる,まがる,弯曲；拐弯,-1.2,1,1,0,88.0
書道,しょどう,书法，书道；入木道,-1.2,1,1,0,88.0
本棚,ほんだな,书柜，书架,-1.2,1,1,0,88.0
机,つくえ,桌子，书桌,-1.2,1,1,0,88.0
来る,くる,来,-1.2,1,1,0,88.0
果物,くだもの,水果,-1.2,1,1,0,88.0
横断歩道,おうだんほどう,人行横道,-1.2,1,1,0,88.0
歩く,あるく,走路,-1.2,1,1,0,88.0
残業,ざんぎょう,加班,-1.2,1,1,0,88.0
毎日,まいにち,每天,-1.2,1,1,0,88.0
毎晩,まいばん,每晚,-1.2,1,1,0,88.0
汚い,きたない,脏的；杂乱的；卑鄙的,-1.2,1,1,0,88.0
泳ぐ,およぐ,游泳,-1.2,1,1,0,88.0
洋服,ようふく,（西装、裤子、连衣裙、裙子等）衣服,-1.2,1,1,0,88.0
洗う,あらう,洗,-1.2,1,1,0,88.0
消す,けす,关掉（电源）；熄灭；抹去,-1.2,1,1,0,88.0
渡る,わたる,渡过，通过,-1.2,1,1,0,88.0
滑る,すべる,滑行；打滑,-1.2,1,1,0,88.0
無くす,なくす,丢失，失去,-1.2,1,1,0,88.0
焼酎,しょうちゅう,烧酒，蒸馏酒，白酒,-1.2,1,1,0,88.0
特技,とくぎ,拿手的技术,-1.2,1,1,0,88.0
狭い,せまい,窄的，狭小的；狭隘的,-1.2,1,1,0,88.0
甘い,あまい,甜的；宽松的，不严厉的,-1.2,1,1,0,88.0
生徒,せいと,（初中或高中的）学生,-1.2,1,1,0,88.0
生活,せいかつ,生活,-1.2,1,1,0,88.0
男,おとこ,男性，男人,-1.2,1,1,0,88.0
病気,びょうき,疾病,-1.2,1,1,0,88.0
病院,びょういん,病院,-1.2,1,1,0,88.0
目,め,眼睛,-1.2,1,1,0,88.0
直ぐ,すぐ,马上，立刻，立即；非常，紧，（距离）极近；直，直爽笔直亦指坦率,-1.2,1,1,0,88.0
直ぐに,すぐに,立刻，马上,-1.2,1,1,0,88.0
直す,なおす,修理,-1.2,1,1,0,88.0
真っ直ぐ,まっすぐ,直，笔直；直接，径直；正直，耿直，坦率，直率,-1.2,1,1,0,88.0
短い,みじかい,短的；短暂的,-1.2,1,1,0,88.0
社員,しゃいん,公司职员,-1.2,1,1,0,88.0
立つ,たつ,站立,-1.2,1,1,0,88.0
立派,りっぱ,优秀的，出色的,-1.2,1,1,0,88.0
置く,おく,放，置,-1.2,1,1,0,88.0
脱ぐ,ぬぐ,摘下，脱下,-1.2,1,1,0,88.0
興味,きょうみ,兴趣,-1.2,1,1,0,88.0
若い,わかい,年轻的；年幼的；幼稚的,-1.2,1,1,0,88.0
荷物,にもつ,行李，货物,-1.2,1,1,0,88.0
葉書,はがき,明信片,-1.2,1,1,0,88.0
薄い,うすい,薄的；（颜色、味道等）淡的；（程度）轻的,-1.2,1,1,0,88.0
見せる,みせる,给……看，展现,-1.2,1,1,0,88.0
見送り,みおくり,送行；搁置,-1.2,1,1,0,88.0
親子丼,おやこどん,鸡肉鸡蛋盖饭；母子饭,-1.2,1,1,0,88.0
角,かど,（道路等）拐角；（桌子等）棱角,-1.2,1,1,0,88.0
言う,いう,说话，告诉；叫作,-1.2,1,1,0,88.0
試験,しけん,考试；测验,-1.2,1,1,0,88.0
誕生日,たんじょうび,生日,-1.2,1,1,0,88.0
警備,けいび,警备，警戒；戒备；警卫,-1.2,1,1,0,88.0
象,ぞう,大象,-1.2,1,1,0,88.0
財布,さいふ,钱包,-1.2,1,1,0,88.0
賑やか,にぎやか,热闹，熙熙攘攘，繁华，繁盛；极其开朗，热闹,-1.2,1,1,0,88.0
走る,はしる,跑,-1.2,1,1,0,88.0
車,くるま,车,-1.2,1,1,0,88.0
軽い,かるい,轻的；轻微的；轻快的；简单的；轻浮的,-1.2,1,1,0,88.0
込む,こむ,（混）拥挤；（込）费事，精巧,-1.2,1,1,0,88.0
近い,ちかい,近的，靠近的,-1.2,1,1,0,88.0
返す,かえす,归还；翻（过来）,-1.2,1,1,0,88.0
週末,しゅうまつ,周末,-1.2,1,1,0,88.0
道,みち,道路,-1.2,1,1,0,88.0
道具,どうぐ,工具,-1.2,1,1,0,88.0
違い,ちがい,差异，不同,-1.2,1,1,0,88.0
選ぶ,えらぶ,选择,-1.2,1,1,0,88.0
酸っぱい,すっぱい,酸的，酸味的,-1.2,1,1,0,88.0
野球,やきゅう,棒球,-1.2,1,1,0,88.0
野菜,やさい,蔬菜,-1.2,1,1,0,88.0
銀行,ぎんこう,银行,-1.2,1,1,0,88.0
鍵,かぎ,钥匙；锁；关键,-1.2,1,1,0,88.0
長い,ながい,长的；长久的,-1.2,1,1,0,88.0
閉める,しめる,关上，关闭,-1.2,1,1,0,88.0
開ける,あける,打开，开,-1.2,1,1,0,88.0
降る,ふる,下（雨、雪等）,-1.2,1,1,0,88.0
隣,となり,旁边；邻居,-1.2,1,1,0,88.0
雑誌,ざっし,杂志,-1.2,1,1,0,88.0
音楽,おんがく,音乐,-1.2,1,1,0,88.0
頭,あたま,头；顶部；头脑,-1.2,1,1,0,88.0
飛ぶ,とぶ,飞,-1.2,1,1,0,88.0
飛行機,ひこうき,飞机,-1.2,1,1,0,88.0
食堂,しょくどう,食堂,-1.2,1,1,0,88.0
黒い,くろい,黑色的；脏的；邪恶的,-1.2,1,1,0,88.0
鼻,はな,鼻子,-1.2,1,1,0,88.0
行楽地,こうらくち,景点，游览地,3.8,6,3,3,88.0
お宅,おたく,您的家，贵府，贵公司；（オタク）专注于爱好和其他兴趣，不喜欢社交的人，御宅族,-1.2,1,1,0,87.0
お粥,おかゆ,粥，稀饭,-1.2,1,1,0,87.0
事務所,じむしょ,事务所，办事处,-1.2,1,1,0,87.0
人形,にんぎょう,玩偶，人偶,-1.2,1,1,0,87.0
会議,かいぎ,会议,-1.2,1,1,0,87.0
会議室,かいぎしつ,会议室,-1.2,1,1,0,87.0
作品,さくひん,作品，创作，著作，艺术制品,-1.2,1,1,0,87.0
倒産,とうさん,倒闭，破产,-1.2,1,1,0,87.0
値段,ねだん,价格,-1.2,1,1,0,87.0
内,うち,内部；我（们）的；(うち）时候,-1.2,1,1,0,87.0
出来るだけ,できるだけ,尽量地；尽可能地,-1.2,1,1,0,87.0
卒業,そつぎょう,卒业,-1.2,1,1,0,87.0
合格,ごうかく,及格，考上；合格,-1.2,1,1,0,87.0
品物,しなもの,商品,-1.2,1,1,0,87.0
回る,まわる,旋转,-1.2,1,1,0,87.0
報告,ほうこく,报告，汇报,-1.2,1,1,0,87.0
場所,ばしょ,场所，地方,-1.2,1,1,0,87.0
壁,かべ,墙壁；障碍，隔阂,-1.2,1,1,0,87.0
季節,きせつ,季节,-1.2,1,1,0,87.0
寝坊,ねぼう,睡懒觉（的人）,-1.2,1,1,0,87.0
